accident_id,accident_date,accident_time,hour_of_day,month,location_id,location_name,zone,road_type,severity,weather_condition,lighting_condition,vehicle_type,reported_cause,casualties,latitude,longitude
ACC-0596,2026-02-02,12:25,12,2026-02,L003,Market Ring Road,central,junction,moderate,clear,night_poor_light,truck,low_visibility,1,28.59994726004158,77.22910570170994
ACC-0157,2026-03-09,08:15,8,2026-03,L006,Industrial Belt Exit,south,junction,major,rain,daylight,two_wheeler,low_visibility,2,28.566640204137993,77.23697573993692
ACC-1597,2026-06-15,20:35,20,2026-06,L003,Market Ring Road,central,arterial,critical,clear,night_lit,truck,overspeeding,2,28.598267168120106,77.23084062354214
ACC-0676,2026-03-19,16:20,16,2026-03,L012,Green Park Turn,west,arterial,moderate,clear,daylight,truck,pedestrian_conflict,0,28.573034502094238,77.18547278142964
ACC-0372,2026-05-31,17:50,17,2026-05,L012,Green Park Turn,west,junction,major,clear,daylight,truck,wet_surface,2,28.58114434743446,77.19814083906664
ACC-0894,2026-04-02,01:55,1,2026-04,L002,Riverside Flyover,east,flyover,moderate,clear,daylight,truck,sudden_lane_change,0,28.613918641498735,77.23042351610711
ACC-1310,2026-03-17,10:15,10,2026-03,L001,Maple Junction,central,signalized_crossing,minor,wind,night_lit,two_wheeler,tailgating,0,28.618008579450688,77.21298548096033
ACC-1190,2026-03-28,05:35,5,2026-03,L012,Green Park Turn,west,junction,minor,rain,night_poor_light,car,signal_violation,0,28.573668376254023,77.18575559109154
ACC-1565,2026-01-09,14:45,14,2026-01,L004,School Gate Road,north,local_road,moderate,cloudy,night_lit,bus,signal_violation,0,28.644042254598418,77.20292305709472
ACC-1645,2026-02-13,18:00,18,2026-02,L004,School Gate Road,north,junction,major,rain,night_lit,truck,wet_surface,2,28.6390166529794,77.19702660036457
ACC-1095,2026-06-28,04:50,4,2026-06,L003,Market Ring Road,central,junction,minor,clear,,truck,wet_surface,1,28.607957371720012,77.22022783214463
ACC-1240,2026-05-26,06:45,6,2026-05,L008,Old Bridge Approach,north,bridge_approach,major,cloudy,daylight,two_wheeler,signal_violation,2,28.647427600117314,77.22426689831991
ACC-1254,2026-02-21,22:55,22,2026-02,L001,Maple Junction,central,arterial,moderate,clear,daylight,cycle,wet_surface,0,28.61124514019832,77.21465150483756
ACC-0666,2026-02-24,11:20,11,2026-02,L005,Metro Link Turn,west,junction,moderate,clear,dusk,truck,tailgating,1,28.60371774446223,77.17997629512283
ACC-1386,2026-05-10,16:50,16,2026-05,L006,Industrial Belt Exit,south,junction,minor,clear,dusk,bus,wrong_side_entry,1,28.570641960459664,77.24930354755597
ACC-0476,2026-05-13,20:40,20,2026-05,L011,Depot Crossing,south,junction,minor,clear,daylight,truck,,0,28.558875314232818,77.218484967231
ACC-0405,2026-05-30,12:15,12,2026-05,L003,Market Ring Road,central,arterial,major,clear,night_lit,car,low_visibility,1,28.602181291175537,77.2242875323229
ACC-1646,2026-03-21,04:20,4,2026-03,L003,Market Ring Road,central,local_road,moderate,clear,night_lit,two_wheeler,low_visibility,0,28.609503815452644,77.22909218600023
ACC-1299,2026-04-15,22:05,22,2026-04,L012,Green Park Turn,west,local_road,moderate,clear,dusk,bus,pedestrian_conflict,0,28.57585667770431,77.18917168864733
ACC-0998,2026-02-15,23:30,23,2026-02,L004,School Gate Road,north,junction,moderate,clear,dusk,bus,tailgating,0,28.643694811598067,77.19741699111265
ACC-0036,2026-01-10,17:40,17,2026-01,L011,Depot Crossing,south,local_road,moderate,wind,night_lit,bus,low_visibility,0,28.563802223457667,77.22171299805937
ACC-0408,2026-04-17,22:25,22,2026-04,L006,Industrial Belt Exit,south,junction,minor,clear,daylight,auto_rickshaw,overspeeding,0,28.570051687196116,77.25060754247002
ACC-1179,2026-01-12,15:00,15,2026-01,L011,Depot Crossing,south,arterial,major,rain,daylight,truck,tailgating,2,28.55834060872592,77.21757707200597
ACC-1227,2026-01-11,19:20,19,2026-01,L012,Green Park Turn,west,arterial,moderate,cloudy,daylight,truck,sudden_lane_change,0,28.58105211906723,77.18445995766088
ACC-1224,2026-05-08,19:45,19,2026-05,L006,Industrial Belt Exit,south,arterial,minor,fog,night_lit,car,signal_violation,0,28.57221767127862,77.24039633965418
ACC-0638,2026-06-14,20:25,20,2026-06,L009,Hospital Service Road,central,service_road,critical,clear,dusk,bus,signal_violation,3,28.61629464128566,77.20347134896667
ACC-0258,2026-03-27,11:45,11,2026-03,L001,Maple Junction,central,signalized_crossing,moderate,rain,night_lit,car,low_visibility,0,28.61679256533577,77.2212084715123
ACC-1788,2026-04-04,08:50,8,2026-04,L011,Depot Crossing,south,local_road,major,rain,daylight,truck,wet_surface,2,28.564892687210023,77.22248665060242
ACC-0483,2026-03-23,23:30,23,2026-03,L011,Depot Crossing,south,local_road,major,wind,daylight,two_wheeler,sudden_lane_change,1,28.55868217110557,77.21816574464576
ACC-1381,2026-03-20,09:10,9,2026-03,L010,Airport Link Signal,east,local_road,critical,clear,night_poor_light,car,overspeeding,3,28.63060948636934,77.26704485071485
ACC-1083,2026-03-01,10:00,10,2026-03,L002,Riverside Flyover,east,flyover,minor,rain,daylight,two_wheeler,sudden_lane_change,0,28.612095002557766,77.24450959234098
ACC-0588,2026-02-27,10:20,10,2026-02,L005,Metro Link Turn,west,junction,minor,rain,daylight,car,wet_surface,0,28.591709353217414,77.1798902050448
ACC-0220,2026-02-24,17:05,17,2026-02,L003,Market Ring Road,central,junction,minor,clear,night_poor_light,truck,signal_violation,0,28.60638372466147,77.23293621970215
ACC-1816,2026-04-12,08:35,8,2026-04,L010,Airport Link Signal,east,local_road,major,clear,night_poor_light,car,overspeeding,2,28.632821363667937,77.26351692692097
ACC-1242,2026-01-15,11:05,11,2026-01,L008,Old Bridge Approach,north,bridge_approach,moderate,clear,daylight,truck,signal_violation,0,28.65684559959553,77.22279395144241
ACC-0678,2026-04-23,14:10,14,2026-04,L011, Depot Crossing,south,signalized_crossing,major,clear,night_lit,truck,low_visibility,1,28.56018596929099,77.2207799592315
ACC-1571,2026-02-23,09:40,9,2026-02,L004,School Gate Road,north,arterial,major,clear,daylight,car,signal_violation,2,28.633004702540006,77.201243517741
ACC-1283,2026-04-07,14:50,14,2026-04,L001,Maple Junction,central,local_road,minor,fog,night_lit,truck,wrong_side_entry,0,28.61571743345922,77.22288404049827
ACC-1067,2026-04-28,19:55,19,2026-04,L006,industrial belt exit,south,junction,minor,clear,dusk,car,wrong_side_entry,0,28.56547612631214,77.23801687567263
ACC-1267,2026-01-27,17:35,17,2026-01,L002,Riverside Flyover,east,flyover,major,clear,night_poor_light,auto_rickshaw,tailgating,2,28.625748241572467,77.23862267664954
ACC-1018,2026-06-20,02:55,2,2026-06,L008,Old Bridge Approach,north,bridge_approach,major,rain,night_poor_light,cycle,low_visibility,1,28.643821838504977,77.222102747361
ACC-1823,2026-01-14,09:45,9,2026-01,L001,Maple Junction,central,arterial,minor,clear,night_lit,car,low_visibility,0,28.615986530279162,77.21188806547569
ACC-0699,2026-04-13,20:25,20,2026-04,L012,Green Park Turn,west,arterial,minor,rain,night_lit,auto_rickshaw,wrong_side_entry,0,28.583989921737633,77.18667032843865
ACC-0489,2026-02-04,08:00,8,2026-02,L011,Depot Crossing,south,signalized_crossing,minor,rain,daylight,cycle,wrong_side_entry,0,28.563270529436217,77.21462086835145
ACC-0648,2026-06-26,17:35,17,2026-06,L002,Riverside Flyover,east,flyover,minor,fog,daylight,car,pedestrian_conflict,0,28.618927509879065,77.24096961596406
ACC-0070,2026-05-25,11:30,11,2026-05,L005,Metro Link Turn,west,arterial,major,fog,daylight,two_wheeler,low_visibility,1,28.59887265192679,77.17764143570797
ACC-0184,2026-04-11,18:55,18,2026-04,L006,Industrial Belt Exit,south,junction,minor,rain,daylight,two_wheeler,low_visibility,0,28.571062295024692,77.24710899157964
ACC-1732,2026-04-17,09:20,9,2026-04,L003,Market Ring Road,central,junction,minor,rain,daylight,truck,tailgating,0,28.610737029990798,77.222548854009
ACC-0955,2026-06-24,18:45,18,2026-06,L003,Market Ring Road,central,junction,minor,rain,night_lit,cycle,wet_surface,0,28.60263015935986,77.23142083222902
ACC-1038,2026-05-06,18:15,18,2026-05,L005,Metro Link Turn,west,local_road,moderate,rain,daylight,car,signal_violation,1,28.605132223983947,77.18868670274765
ACC-1176,2026-05-07,06:10,6,2026-05,L001,Maple Junction,central,arterial,moderate,clear,,truck,signal_violation,0,28.610029511486246,77.21405747434305
ACC-1266,2026-03-17,09:55,9,2026-03,L012,Green Park Turn,west,junction,minor,wind,night_lit,auto_rickshaw,tailgating,1,28.581655804985573,77.18766921835952
ACC-1454,2026-01-31,14:40,14,2026-01,L009,Hospital Service Road,central,junction,moderate,rain,night_lit,cycle,wrong_side_entry,0,28.61310067468951,77.21590306185637
ACC-1713,2026-02-09,20:25,20,2026-02,L005,Metro Link Turn,west,arterial,minor,clear,night_poor_light,truck,wrong_side_entry,0,28.598749540334722,77.19168512825709
ACC-0176,2026-03-15,22:15,22,2026-03,L011,Depot Crossing,south,local_road,minor,clear,daylight,two_wheeler,wet_surface,0,28.568038438898405,77.22065192017554
ACC-1183,2026-02-14,07:15,7,2026-02,L010,Airport Link Signal,east,junction,minor,clear,daylight,two_wheeler,low_visibility,0,28.625093017096347,77.25861241156801
ACC-0520,2026-06-21,02:05,2,2026-06,L008,Old Bridge Approach,north,bridge_approach,moderate,,night_lit,car,wrong_side_entry,0,28.656227260674783,77.22687153819311
ACC-0273,2026-05-09,03:30,3,2026-05,L006,Industrial Belt Exit,south,local_road,moderate,clear,night_lit,car,wet_surface,0,28.571089537748918,77.24962312409684
ACC-1060,2026-01-26,13:25,13,2026-01,L002,Riverside Flyover,east,flyover,moderate,cloudy,daylight,car,signal_violation,1,28.62487143459025,77.24590824638877
ACC-0374,2026-06-17,19:00,19,2026-06,L009,Hospital Service Road,central,service_road,major,rain,night_lit,car,signal_violation,1,28.619038322128446,77.21424133978458
ACC-0508,2026-06-28,06:00,6,2026-06,L005,Metro Link Turn,west,local_road,minor,,daylight,auto_rickshaw,tailgating,0,28.59797939589388,77.17682366414088
ACC-0020,2026-05-07,10:00,10,2026-05,L012,Green Park Turn,west,junction,moderate,rain,daylight,cycle,wet_surface,1,28.57553428653791,77.19043840619291
ACC-0473,2026-03-06,12:05,12,2026-03,L008,Old Bridge Approach,north,bridge_approach,moderate,rain,night_lit,auto_rickshaw,,0,28.65439740604793,77.21354485070093
ACC-0860,2026-02-16,18:25,18,2026-02,L010,Airport Link Signal,east,arterial,critical,fog,dusk,car,wet_surface,3,28.637974988643933,77.2533222793595
ACC-0744,2026-03-21,14:45,14,2026-03,L009,Hospital Service Road,central,service_road,minor,clear,night_poor_light,car,wrong_side_entry,0,28.625404868085965,77.21105413663676
ACC-0930,2026-04-11,18:40,18,2026-04,L006,Industrial Belt Exit,south,junction,moderate,clear,night_lit,car,tailgating,1,28.572958767857877,77.24074654360581
ACC-1160,2026-03-17,09:05,9,2026-03,L011,Depot Crossing,south,junction,moderate,fog,dusk,two_wheeler,signal_violation,1,28.562786004710805,77.21887133324455
ACC-1194,2026-04-22,08:25,8,2026-04,L001,Maple Junction,central,junction,moderate,cloudy,dusk,cycle,overspeeding,0,28.608089334649627,77.21729798108807
ACC-0071,2026-03-31,21:50,21,2026-03,L005,Metro Link Turn,west,junction,critical,clear,dusk,two_wheeler,tailgating,2,28.59599860277468,77.17645100072845
ACC-0457,2026-05-27,11:00,11,2026-05,L010,Airport Link Signal,east,junction,moderate,clear,daylight,two_wheeler,wrong_side_entry,0,28.6254487817573,77.25651531090293
ACC-0623,2026-03-23,12:15,12,2026-03,L006,industrial belt exit,south,junction,minor,clear,dusk,bus,signal_violation,0,28.575029046189073,77.24438187638017
ACC-1063,2026-02-25,12:30,12,2026-02,L009,Hospital Service Road,central,service_road,major,fog,daylight,car,overspeeding,2,28.626233104789456,77.20435163627153
ACC-0960,2026-05-13,09:30,9,2026-05,L009,Hospital Service Road,central,arterial,moderate,wind,night_poor_light,bus,wet_surface,0,28.620008646746957,77.20897664009462
ACC-1580,2026-04-19,12:10,12,2026-04,L003,Market Ring Road,central,local_road,minor,clear,night_poor_light,bus,overspeeding,0,28.608691674551963,77.22372374344302
ACC-1152,2026-05-10,02:35,2,2026-05,L006,Industrial Belt Exit,south,arterial,minor,clear,,truck,low_visibility,0,28.56418261492181,77.24001672648295
ACC-1937,2026-01-19,07:15,7,2026-01,L004,School Gate Road,north,local_road,moderate,rain,daylight,car,signal_violation,0,28.635250772021738,77.198967290991
ACC-1010,2026-06-29,09:05,9,2026-06,L004,School Gate Road,north,local_road,moderate,clear,daylight,car,pedestrian_conflict,1,28.640380443754516,77.20526950004792
ACC-0137,2026-02-14,06:35,6,2026-02,L006,Industrial Belt Exit,south,arterial,moderate,rain,daylight,car,signal_violation,0,28.56562132209497,77.25124825922808
ACC-1415,2026-04-16,18:55,18,2026-04,L006,Industrial Belt Exit,south,arterial,major,clear,dusk,bus,pedestrian_conflict,2,28.57119362883527,77.24420047243261
ACC-1207,2026-04-24,00:15,0,2026-04,L011,Depot Crossing,south,local_road,minor,rain,night_poor_light,two_wheeler,pedestrian_conflict,0,28.562361646597836,77.22709249865333
ACC-1944,2026-05-04,23:35,23,2026-05,L004,School Gate Road,north,arterial,minor,rain,dusk,bus,sudden_lane_change,0,28.640962861663947,77.19668585294338
ACC-1570,2026-01-17,20:50,20,2026-01,L008,Old Bridge Approach,north,bridge_approach,major,clear,night_poor_light,two_wheeler,tailgating,2,28.644480232347874,77.21925928477751
ACC-0008,2026-06-25,14:05,14,2026-06,L002,Riverside Flyover,east,flyover,critical,clear,dusk,bus,pedestrian_conflict,3,28.624084243146175,77.24103788211359
ACC-1428,2026-02-24,16:50,16,2026-02,L001,Maple Junction,central,local_road,moderate,clear,night_lit,car,signal_violation,0,28.60758930111228,77.2146861430508
ACC-0903,2026-05-03,04:45,4,2026-05,L012,Green Park Turn,west,junction,minor,clear,night_lit,bus,low_visibility,0,,
ACC-0878,2026-02-09,09:15,9,2026-02,L008,Old Bridge Approach,north,bridge_approach,major,cloudy,night_lit,car,pedestrian_conflict,1,28.650236389231974,77.2223686429496
ACC-1344,2026-06-13,11:55,11,2026-06,L005,Metro Link Turn,west,local_road,moderate,fog,dusk,two_wheeler,low_visibility,0,28.594045797738524,77.17873296294513
ACC-0890,2026-06-02,23:15,23,2026-06,L007,Lakeview Avenue,west,junction,minor,cloudy,night_poor_light,auto_rickshaw,tailgating,0,28.59517809430467,77.16841585549335
ACC-1655,2026-06-24,18:50,18,2026-06,L003,Market Ring Road,central,junction,moderate,clear,dusk,car,tailgating,1,28.603002721508513,77.2292311599995
ACC-0785,2026-04-22,10:10,10,2026-04,L011,Depot Crossing,south,local_road,moderate,,dusk,cycle,wet_surface,0,28.57230014364556,77.22819323323371
ACC-1177,2026-05-23,21:55,21,2026-05,L001,Maple Junction,central,arterial,critical,clear,dusk,truck,signal_violation,2,28.614541334923615,77.21736964188771
ACC-1206,2026-06-23,18:15,18,2026-06,L004,School Gate Road,north,junction,major,wind,dusk,bus,sudden_lane_change,1,28.64298917639409,77.19443054663027
ACC-1848,2026-03-15,20:40,20,2026-03,L001,Maple Junction,central,arterial,moderate,clear,night_lit,truck,,0,28.6160184935393,77.21839888679108
ACC-1492,2026-04-27,22:30,22,2026-04,L005,Metro Link Turn,west,arterial,moderate,rain,daylight,car,overspeeding,0,28.604902743589257,77.17850918603975
ACC-0447,2026-06-13,05:30,5,2026-06,L002,Riverside Flyover,east,flyover,moderate,clear,daylight,auto_rickshaw,wrong_side_entry,1,28.626954843764754,77.2321148647366
ACC-0807,2026-05-21,00:55,0,2026-05,L003,Market Ring Road,central,local_road,moderate,clear,night_lit,truck,sudden_lane_change,1,28.599554688957795,77.23250216811343
ACC-0212,2026-02-11,11:20,11,2026-02,L006,Industrial Belt Exit,south,local_road,moderate,clear,daylight,two_wheeler,wrong_side_entry,0,28.56421646112854,77.25090233983737
ACC-0913,2026-05-16,09:55,9,2026-05,L011,depot crossing,south,signalized_crossing,minor,rain,night_lit,two_wheeler,wet_surface,1,28.55911058698406,77.22544393624374
ACC-1781,2026-06-09,23:55,23,2026-06,L006,Industrial Belt Exit,south,highway_ramp,moderate,clear,night_lit,auto_rickshaw,wet_surface,1,28.569860080425002,77.23799219120242
ACC-0182,2026-05-04,18:00,18,2026-05,L012,Green Park Turn,west,arterial,moderate,fog,dusk,bus,pedestrian_conflict,0,28.58442167609916,77.18406940204267
ACC-1661,2026-05-15,01:35,1,2026-05,L002,Riverside Flyover,east,flyover,minor,wind,night_lit,bus,tailgating,0,28.62297020261219,77.24238162363253
ACC-1955,2026-02-15,16:15,16,2026-02,L012,Green Park Turn,west,arterial,moderate,fog,night_poor_light,truck,wrong_side_entry,1,28.578252423102565,77.19597065886461
ACC-0399,2026-04-01,08:35,8,2026-04,L009,Hospital Service Road,central,local_road,minor,fog,night_lit,bus,signal_violation,0,28.620979623710703,77.2032321886005
ACC-1123,2026-06-26,09:00,9,2026-06,L003,Market Ring Road,central,local_road,critical,clear,night_lit,two_wheeler,pedestrian_conflict,3,28.60762784779962,77.22889847326725
ACC-0004,2026-03-09,23:40,23,2026-03,L008,Old Bridge Approach,north,bridge_approach,moderate,cloudy,night_lit,two_wheeler,signal_violation,0,28.64741863659236,77.21205901768337
ACC-1019,2026-05-16,08:25,8,2026-05,L009,Hospital Service Road,central,arterial,moderate,clear,night_poor_light,auto_rickshaw,tailgating,1,28.62349980196212,77.2051467044844
ACC-1905,2026-05-07,20:30,20,2026-05,L005,Metro Link Turn,west,arterial,minor,clear,night_poor_light,truck,wet_surface,0,28.593195289385534,77.1864669622563
ACC-1321,2026-01-18,19:40,19,2026-01,L006,Industrial Belt Exit,south,junction,moderate,wind,dusk,two_wheeler,signal_violation,1,28.57736494306081,77.24979128545483
ACC-0561,2026-06-24,20:35,20,2026-06,L004,School Gate Road,north,local_road,minor,rain,night_poor_light,car,sudden_lane_change,0,28.64228550281944,77.19890612105873
ACC-0836,2026-01-12,21:50,21,2026-01,L006,Industrial Belt Exit,south,arterial,moderate,rain,dusk,car,wrong_side_entry,1,28.563240224135917,77.2435933652626
ACC-0392,2026-03-13,21:10,21,2026-03,L008,Old Bridge Approach,north,bridge_approach,minor,wind,daylight,auto_rickshaw,tailgating,0,28.645670233448346,77.22566074133714
ACC-1175,2026-05-21,10:05,10,2026-03,L004,School Gate Road,north,local_road,major,,night_lit,two_wheeler,wet_surface,2,28.641839391156253,77.19866235780356
ACC-0193,2026-04-23,19:20,19,2026-04,L012,Green Park Turn,west,local_road,minor,rain,night_lit,two_wheeler,pedestrian_conflict,0,28.57532181213166,77.19457157063852
ACC-0059,2026-01-22,11:05,11,2026-01,L009,Hospital Service Road,central,local_road,minor,rain,dusk,truck,overspeeding,0,28.624545535483882,77.21242936991946
